source,id,title,agencies,publication_date,type,comments_close_on,html_url
FR,2024-18708,Notice of NITRD Workshop: Towards a Robust and Sustainable Open-Source Software Ecosystem for Future Wireless Research and Development,National Science Foundation,2024-08-21,Notice,,https://www.federalregister.gov/documents/2024/08/21/2024-18708/notice-of-nitrd-workshop-towards-a-robust-and-sustainable-open-source-software-ecosystem-for-future
FR,2024-18538,"Townline Rail Terminal, LLC-Construction and Operation Exemption-In Suffolk County, N.Y.",Surface Transportation Board,2024-08-20,Notice,,https://www.federalregister.gov/documents/2024/08/20/2024-18538/townline-rail-terminal-llc-construction-and-operation-exemption-in-suffolk-county-ny
FR,2024-17105,Energy Labeling Rule,Federal Trade Commission,2024-08-20,Proposed Rule,,https://www.federalregister.gov/documents/2024/08/20/2024-17105/energy-labeling-rule
FR,2024-18462,Air Plan Partial Approval and Partial Disapproval; Utah; Regional Haze State Implementation Plan for the Second Implementation Period; Air Plan Disapproval; Utah; Interstate Transport of Air Pollution for the 2015 8-Hour Ozone National Ambient Air Quality Standards,Environmental Protection Agency,2024-08-19,Proposed Rule,,https://www.federalregister.gov/documents/2024/08/19/2024-18462/air-plan-partial-approval-and-partial-disapproval-utah-regional-haze-state-implementation-plan-for
FR,2024-18174,Approval and Promulgation of Air Quality Implementation Plans; Delaware; Regional Haze State Implementation Plan for the Second Implementation Period,Environmental Protection Agency,2024-08-19,Proposed Rule,,https://www.federalregister.gov/documents/2024/08/19/2024-18174/approval-and-promulgation-of-air-quality-implementation-plans-delaware-regional-haze-state
FR,2024-16453,Unified Agenda of Federal Regulatory and Deregulatory Actions,"Homeland Security Department, ",2024-08-16,Proposed Rule,,https://www.federalregister.gov/documents/2024/08/16/2024-16453/unified-agenda-of-federal-regulatory-and-deregulatory-actions
FR,2024-18064,Approval and Promulgation of Air Quality Implementation Plans; New York; Regional Haze State Implementation Plan for the Second Implementation Period,Environmental Protection Agency,2024-08-15,Rule,,https://www.federalregister.gov/documents/2024/08/15/2024-18064/approval-and-promulgation-of-air-quality-implementation-plans-new-york-regional-haze-state
FR,2024-17670,30-Day Notice of Proposed Information Collection: Green and Resilient Retrofit Program (GRRP) Supporting Documents and Processing Requirements; OMB Control No.: 2502-NEW,Housing and Urban Development Department,2024-08-09,Notice,,https://www.federalregister.gov/documents/2024/08/09/2024-17670/30-day-notice-of-proposed-information-collection-green-and-resilient-retrofit-program-grrp
FR,2024-17635,Forged Steel Fluid End Blocks From Germany: Final Results of the Countervailing Duty Administrative Review; 2022,"Commerce Department, International Trade Administration",2024-08-08,Notice,,https://www.federalregister.gov/documents/2024/08/08/2024-17635/forged-steel-fluid-end-blocks-from-germany-final-results-of-the-countervailing-duty-administrative
FR,2024-17352,Notice of Shipping Coordinating Committee Meeting in Preparation for International Maritime Organization (IMO) Marine Environmental Protection Committee (MEPC) 82 Meeting,State Department,2024-08-06,Notice,,https://www.federalregister.gov/documents/2024/08/06/2024-17352/notice-of-shipping-coordinating-committee-meeting-in-preparation-for-international-maritime
FR,2024-16718,Air Plan Partial Approval and Partial Disapproval; Wyoming; Regional Haze Plan for the Second Implementation Period,Environmental Protection Agency,2024-08-01,Proposed Rule,,https://www.federalregister.gov/documents/2024/08/01/2024-16718/air-plan-partial-approval-and-partial-disapproval-wyoming-regional-haze-plan-for-the-second
FR,2024-16724,"Excepted Service; Consolidated Listing of Schedules A, B, and C Exceptions",Personnel Management Office,2024-07-30,Notice,,https://www.federalregister.gov/documents/2024/07/30/2024-16724/excepted-service-consolidated-listing-of-schedules-a-b-and-c-exceptions
FR,2024-16723,"Excepted Service; Consolidated Listing of Schedules A, B, and C Exceptions",Personnel Management Office,2024-07-30,Notice,,https://www.federalregister.gov/documents/2024/07/30/2024-16723/excepted-service-consolidated-listing-of-schedules-a-b-and-c-exceptions
FR,2024-15857,Approval and Promulgation of Air Quality Implementation Plans; Connecticut; Regional Haze State Implementation Plan for the Second Implementation Period,Environmental Protection Agency,2024-07-19,Proposed Rule,,https://www.federalregister.gov/documents/2024/07/19/2024-15857/approval-and-promulgation-of-air-quality-implementation-plans-connecticut-regional-haze-state
FR,2024-15357,Notice of Funding Opportunity for the Fiscal Year 2021-2024 Restoration and Enhancement Grant Program,"Transportation Department, Federal Railroad Administration",2024-07-15,Notice,,https://www.federalregister.gov/documents/2024/07/15/2024-15357/notice-of-funding-opportunity-for-the-fiscal-year-2021-2024-restoration-and-enhancement-grant
FR,2024-15061,Notice of Funding Opportunity for the FY 2023-FY 2024 Railroad Crossing Elimination Program,"Transportation Department, Federal Railroad Administration",2024-07-10,Notice,,https://www.federalregister.gov/documents/2024/07/10/2024-15061/notice-of-funding-opportunity-for-the-fy-2023-fy-2024-railroad-crossing-elimination-program
FR,2024-14740,"Green Eagle Railroad-Construction and Operation Exemption-Line of Railroad in Maverick County, Texas",Surface Transportation Board,2024-07-08,Notice,,https://www.federalregister.gov/documents/2024/07/08/2024-14740/green-eagle-railroad-construction-and-operation-exemption-line-of-railroad-in-maverick-county-texas
FR,2024-14707,Airport Terminal Program; FY 2025 Funding Opportunity,"Transportation Department, Federal Aviation Administration",2024-07-05,Notice,,https://www.federalregister.gov/documents/2024/07/05/2024-14707/airport-terminal-program-fy-2025-funding-opportunity
FR,2024-13797,Capital Magnet Fund,"Treasury Department, Community Development Financial Institutions Fund",2024-06-25,Rule,,https://www.federalregister.gov/documents/2024/06/25/2024-13797/capital-magnet-fund
FR,2024-13735,Denali Commission Fiscal Year 2025 Draft Work Plan,Denali Commission,2024-06-24,Notice,,https://www.federalregister.gov/documents/2024/06/24/2024-13735/denali-commission-fiscal-year-2025-draft-work-plan
FR,2024-12864,Corporate Average Fuel Economy Standards for Passenger Cars and Light Trucks for Model Years 2027 and Beyond and Fuel Efficiency Standards for Heavy-Duty Pickup Trucks and Vans for Model Years 2030 and Beyond,"Transportation Department, National Highway Traffic Safety Administration",2024-06-24,Rule,,https://www.federalregister.gov/documents/2024/06/24/2024-12864/corporate-average-fuel-economy-standards-for-passenger-cars-and-light-trucks-for-model-years-2027
FR,2024-13045,"Notice of Issuance of the Department of the Army Program Comment for the Preservation of Pre-1919 Historic Army Housing, Associated Buildings and Structures, and Landscape Features",Advisory Council on Historic Preservation,2024-06-13,Notice,,https://www.federalregister.gov/documents/2024/06/13/2024-13045/notice-of-issuance-of-the-department-of-the-army-program-comment-for-the-preservation-of-pre-1919
FR,2024-12786,Approval and Promulgation of Implementation Plans; State of California; Coachella Valley; Extreme Attainment Plan for 1997 8-Hour Ozone Standards,Environmental Protection Agency,2024-06-12,Rule,,https://www.federalregister.gov/documents/2024/06/12/2024-12786/approval-and-promulgation-of-implementation-plans-state-of-california-coachella-valley-extreme
FR,2024-12698,Denali Commission Fiscal Year 2025 Draft Work Plan,Denali Commission,2024-06-11,Notice,,https://www.federalregister.gov/documents/2024/06/11/2024-12698/denali-commission-fiscal-year-2025-draft-work-plan
FR,2024-12428,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2024-06-06,Notice,,https://www.federalregister.gov/documents/2024/06/06/2024-12428/combined-notice-of-filings-1
FR,2024-12228,Notice of Revision of a Currently Approved Information Collection,"Agriculture Department, Rural Business-Cooperative Service",2024-06-04,Notice,,https://www.federalregister.gov/documents/2024/06/04/2024-12228/notice-of-revision-of-a-currently-approved-information-collection
FR,2024-11719,Section 45Y Clean Electricity Production Credit and Section 48E Clean Electricity Investment Credit,"Treasury Department, Internal Revenue Service",2024-06-03,Proposed Rule,,https://www.federalregister.gov/documents/2024/06/03/2024-11719/section-45y-clean-electricity-production-credit-and-section-48e-clean-electricity-investment-credit
FR,2024-10975,HOME Investment Partnerships Program: Program Updates and Streamlining,Housing and Urban Development Department,2024-05-29,Proposed Rule,,https://www.federalregister.gov/documents/2024/05/29/2024-10975/home-investment-partnerships-program-program-updates-and-streamlining
FR,2024-11612,Renewal of the Renewable Energy and Energy Efficiency Advisory Committee and Solicitation of Nominations for Membership,"Commerce Department, International Trade Administration",2024-05-28,Notice,,https://www.federalregister.gov/documents/2024/05/28/2024-11612/renewal-of-the-renewable-energy-and-energy-efficiency-advisory-committee-and-solicitation-of
FR,2024-11358,Excepted Service,Personnel Management Office,2024-05-23,Notice,,https://www.federalregister.gov/documents/2024/05/23/2024-11358/excepted-service
FR,2024-11355,Excepted Service,Personnel Management Office,2024-05-23,Notice,,https://www.federalregister.gov/documents/2024/05/23/2024-11355/excepted-service
FR,2024-11305,FY 2024 Competitive Funding Opportunity: Pilot Program for Transit-Oriented Development Planning,"Transportation Department, Federal Transit Administration",2024-05-23,Notice,,https://www.federalregister.gov/documents/2024/05/23/2024-11305/fy-2024-competitive-funding-opportunity-pilot-program-for-transit-oriented-development-planning
FR,2024-11277,Advancement of 6G Telecommunications Technology,"Commerce Department, National Telecommunications and Information Administration",2024-05-23,Notice,,https://www.federalregister.gov/documents/2024/05/23/2024-11277/advancement-of-6g-telecommunications-technology
FR,2024-09205,Senior Executive Service Positions That Were Career Reserved During Calendar Year 2023,Personnel Management Office,2024-05-22,Notice,,https://www.federalregister.gov/documents/2024/05/22/2024-09205/senior-executive-service-positions-that-were-career-reserved-during-calendar-year-2023
FR,2024-09203,Senior Executive Service Positions That Were Career Reserved During Calendar Year 2022,Personnel Management Office,2024-05-22,Notice,,https://www.federalregister.gov/documents/2024/05/22/2024-09203/senior-executive-service-positions-that-were-career-reserved-during-calendar-year-2022
FR,2024-10656,Notice of Funding Opportunity for Projects Located on the Northeast Corridor for the Fiscal Year 2024 Federal-State Partnership for Intercity Passenger Rail Program,"Transportation Department, Federal Railroad Administration",2024-05-15,Notice,,https://www.federalregister.gov/documents/2024/05/15/2024-10656/notice-of-funding-opportunity-for-projects-located-on-the-northeast-corridor-for-the-fiscal-year
FR,2024-10615,Adoption of Categorical Exclusions Established by the Denali Commission,Northern Border Regional Commission,2024-05-15,Notice,,https://www.federalregister.gov/documents/2024/05/15/2024-10615/adoption-of-categorical-exclusions-established-by-the-denali-commission
FR,2024-09959,Renewable Energy and Energy Efficiency Advisory Committee,"Commerce Department, International Trade Administration",2024-05-07,Notice,,https://www.federalregister.gov/documents/2024/05/07/2024-09959/renewable-energy-and-energy-efficiency-advisory-committee
FR,2024-08601,Housing Opportunity Through Modernization Act of 2016-Housing Choice Voucher (HCV) and Project-Based Voucher Implementation; Additional Streamlining Changes,Housing and Urban Development Department,2024-05-07,Rule,,https://www.federalregister.gov/documents/2024/05/07/2024-08601/housing-opportunity-through-modernization-act-of-2016-housing-choice-voucher-hcv-and-project-based
FR,2024-09438,Standards for Business Practices and Communication Protocols for Public Utilities,"Energy Department, Federal Energy Regulatory Commission",2024-05-06,Proposed Rule,,https://www.federalregister.gov/documents/2024/05/06/2024-09438/standards-for-business-practices-and-communication-protocols-for-public-utilities
FR,2024-07567,Medicare and Medicaid Programs and the Children's Health Insurance Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Policy Changes and Fiscal Year 2025 Rates; Quality Programs Requirements; and Other Policy Changes,"Health and Human Services Department, Centers for Medicare & Medicaid Services",2024-05-02,Proposed Rule,,https://www.federalregister.gov/documents/2024/05/02/2024-07567/medicare-and-medicaid-programs-and-the-childrens-health-insurance-program-hospital-inpatient
FR,2024-09186,National Environmental Policy Act Implementing Procedures,Energy Department,2024-04-30,Rule,,https://www.federalregister.gov/documents/2024/04/30/2024-09186/national-environmental-policy-act-implementing-procedures
FR,2024-08926,Transfer of Certain Credits,"Treasury Department, Internal Revenue Service",2024-04-30,Rule,,https://www.federalregister.gov/documents/2024/04/30/2024-08926/transfer-of-certain-credits
FR,2024-08984,Mandatory Transmission and Distribution Planning Support Activities,Energy Department,2024-04-29,Rule,,https://www.federalregister.gov/documents/2024/04/29/2024-08984/mandatory-transmission-and-distribution-planning-support-activities
FR,2024-08884,Submission for OMB Review; Comment Request,Agriculture Department,2024-04-25,Notice,,https://www.federalregister.gov/documents/2024/04/25/2024-08884/submission-for-omb-review-comment-request
FR,2024-07413,Revisions and Confidentiality Determinations for Data Elements Under the Greenhouse Gas Reporting Rule,Environmental Protection Agency,2024-04-25,Rule,,https://www.federalregister.gov/documents/2024/04/25/2024-07413/revisions-and-confidentiality-determinations-for-data-elements-under-the-greenhouse-gas-reporting
FR,2024-06246,Floodplain Management and Protection of Wetlands; Minimum Property Standards for Flood Hazard Exposure; Building to the Federal Flood Risk Management Standard,Housing and Urban Development Department,2024-04-23,Rule,,https://www.federalregister.gov/documents/2024/04/23/2024-06246/floodplain-management-and-protection-of-wetlands-minimum-property-standards-for-flood-hazard
FR,2024-08457,Brass Rod From the Republic of Korea: Final Affirmative Countervailing Duty Determination,"Commerce Department, International Trade Administration",2024-04-22,Notice,,https://www.federalregister.gov/documents/2024/04/22/2024-08457/brass-rod-from-the-republic-of-korea-final-affirmative-countervailing-duty-determination
FR,2024-07931,Federal Acquisition Regulation: Sustainable Procurement,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2024-04-22,Rule,,https://www.federalregister.gov/documents/2024/04/22/2024-07931/federal-acquisition-regulation-sustainable-procurement
FR,2025-14536,Proposed Information Collection Request; Comment Request; Information Collection Activities Associated With EPA's Energy Star® Product Labeling (Renewal),Environmental Protection Agency,2025-08-01,Notice,,https://www.federalregister.gov/documents/2025/08/01/2025-14536/proposed-information-collection-request-comment-request-information-collection-activities-associated
FR,2024-31032,Opportunity for Stakeholder Engagement in the ENERGY STAR Products Program Plans,Environmental Protection Agency,2025-01-14,Notice,,https://www.federalregister.gov/documents/2025/01/14/2024-31032/opportunity-for-stakeholder-engagement-in-the-energy-star-products-program-plans
FR,2024-23506,Single Family Housing Section 502 Direct and Guaranteed Manufactured Housing Pilots,"Agriculture Department, Rural Housing Service",2024-10-11,Rule,,https://www.federalregister.gov/documents/2024/10/11/2024-23506/single-family-housing-section-502-direct-and-guaranteed-manufactured-housing-pilots
FR,2024-20820,"Update to EPA's Recommendations of Specifications, Standards and Ecolabels for Federal Purchasing; Notice of Availability and Request for Comment",Environmental Protection Agency,2024-09-13,Notice,,https://www.federalregister.gov/documents/2024/09/13/2024-20820/update-to-epas-recommendations-of-specifications-standards-and-ecolabels-for-federal-purchasing
FR,2024-14148,Cybersecurity Labeling for Internet of Things,Federal Communications Commission,2024-07-30,Rule,,https://www.federalregister.gov/documents/2024/07/30/2024-14148/cybersecurity-labeling-for-internet-of-things
FR,2024-08564,Opportunity for Stakeholder Engagement in the ENERGY STAR Products Program Plans,Environmental Protection Agency,2024-04-24,Notice,,https://www.federalregister.gov/documents/2024/04/24/2024-08564/opportunity-for-stakeholder-engagement-in-the-energy-star-products-program-plans
FR,2024-08155,Notice of Solicitation of Applications for Section 514 Off-Farm Labor Housing Loans and Section 516 Off-Farm Labor Housing Grants for New Construction for Fiscal Year 2024,"Agriculture Department, Rural Housing Service",2024-04-19,Notice,,https://www.federalregister.gov/documents/2024/04/19/2024-08155/notice-of-solicitation-of-applications-for-section-514-off-farm-labor-housing-loans-and-section-516
FR,2024-05505,"Section 514 Off-Farm Labor Housing Subsequent Loans and Section 516 Off-Farm Labor Housing Subsequent Grants To Improve, Repair, or Make Modifications to Existing Off-Farm Labor Housing Properties for Fiscal Year 2024","Agriculture Department, Rural Housing Service",2024-03-18,Notice,,https://www.federalregister.gov/documents/2024/03/18/2024-05505/section-514-off-farm-labor-housing-subsequent-loans-and-section-516-off-farm-labor-housing
FR,2024-05545,Agency Information Collection Extension,Energy Department,2024-03-15,Notice,,https://www.federalregister.gov/documents/2024/03/15/2024-05545/agency-information-collection-extension
FR,2024-03083,"Draft Approach for Implementation of the EPA Label Program for Low Embodied Carbon Construction Materials; Notice of Availability, Webinar and Request for Comment",Environmental Protection Agency,2024-02-15,Notice,,https://www.federalregister.gov/documents/2024/02/15/2024-03083/draft-approach-for-implementation-of-the-epa-label-program-for-low-embodied-carbon-construction
FR,2024-01805,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; EPA's ENERGY STAR Program in the Residential Sector (Renewal),Environmental Protection Agency,2024-01-30,Notice,,https://www.federalregister.gov/documents/2024/01/30/2024-01805/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for
FR,2024-01687,Agency Information Collection Activities; Submission to the Office of Management and Budget for Review and Approval; Comment Request; EPA's ENERGY STAR® Program in the Commercial and Industrial Sectors (Renewal),Environmental Protection Agency,2024-01-29,Notice,,https://www.federalregister.gov/documents/2024/01/29/2024-01687/agency-information-collection-activities-submission-to-the-office-of-management-and-budget-for
FR,2024-00203,"National Definition for a Zero Emissions Building: Part 1 Operating Emissions Version 1.00, Draft Criteria",Energy Department,2024-01-09,Notice,,https://www.federalregister.gov/documents/2024/01/09/2024-00203/national-definition-for-a-zero-emissions-building-part-1-operating-emissions-version-100-draft
FR,2023-25875,Allocations for Community Development Block Grant Disaster Recovery and Implementation of the CDBG-DR Consolidated Waivers and Alternative Requirements Notice,Housing and Urban Development Department,2023-11-27,Notice,,https://www.federalregister.gov/documents/2023/11/27/2023-25875/allocations-for-community-development-block-grant-disaster-recovery-and-implementation-of-the
FR,2023-25539,Definition of Energy Property and Rules Applicable to the Energy Credit,"Treasury Department, Internal Revenue Service",2023-11-22,Proposed Rule,,https://www.federalregister.gov/documents/2023/11/22/2023-25539/definition-of-energy-property-and-rules-applicable-to-the-energy-credit
FR,2023-18514,Increased Credit or Deduction Amounts for Satisfying Certain Prevailing Wage and Registered Apprenticeship Requirements,"Treasury Department, Internal Revenue Service",2023-08-30,Proposed Rule,,https://www.federalregister.gov/documents/2023/08/30/2023-18514/increased-credit-or-deduction-amounts-for-satisfying-certain-prevailing-wage-and-registered
FR,2023-18357,Cybersecurity Labeling for Internet of Things,Federal Communications Commission,2023-08-25,Proposed Rule,,https://www.federalregister.gov/documents/2023/08/25/2023-18357/cybersecurity-labeling-for-internet-of-things
FR,2023-16012,Federal Acquisition Regulation: Sustainable Procurement,"Defense Department, General Services Administration, National Aeronautics and Space Administration",2023-08-03,Proposed Rule,,https://www.federalregister.gov/documents/2023/08/03/2023-16012/federal-acquisition-regulation-sustainable-procurement
FR,2023-13293,National Standards for the Physical Inspection of Real Estate: Inspection Standards,Housing and Urban Development Department,2023-06-22,Notice,,https://www.federalregister.gov/documents/2023/06/22/2023-13293/national-standards-for-the-physical-inspection-of-real-estate-inspection-standards
FR,2023-11443,Agency Information Collection Activities; Proposed Information Collection Request; Comment Request; EPA's ENERGY STAR Program in the Commercial and Industrial Sectors (Renewal),Environmental Protection Agency,2023-05-31,Notice,,https://www.federalregister.gov/documents/2023/05/31/2023-11443/agency-information-collection-activities-proposed-information-collection-request-comment-request
FR,2023-10598,Allocations for Community Development Block Grant Disaster Recovery and Implementation of the CDBG-DR Consolidated Waivers and Alternative Requirements Notice,Housing and Urban Development Department,2023-05-18,Notice,,https://www.federalregister.gov/documents/2023/05/18/2023-10598/allocations-for-community-development-block-grant-disaster-recovery-and-implementation-of-the
FR,2023-08952,Loan Guarantees Under the Section 538 Guaranteed Rural Rental Housing Program,"Agriculture Department, Rural Housing Service",2023-04-28,Rule,,https://www.federalregister.gov/documents/2023/04/28/2023-08952/loan-guarantees-under-the-section-538-guaranteed-rural-rental-housing-program
FR,2023-08304,Agency Information Collection Extension,Energy Department,2023-04-20,Notice,,https://www.federalregister.gov/documents/2023/04/20/2023-08304/agency-information-collection-extension
FR,2023-08153,Proposed Information Collection Request; Comment Request; Information Collection Activities Associated With EPA's ENERGY STAR Program in the Residential Sector,Environmental Protection Agency,2023-04-18,Notice,,https://www.federalregister.gov/documents/2023/04/18/2023-08153/proposed-information-collection-request-comment-request-information-collection-activities-associated
FR,2023-03500,National Electric Vehicle Infrastructure Standards and Requirements,"Transportation Department, Federal Highway Administration",2023-02-28,Rule,,https://www.federalregister.gov/documents/2023/02/28/2023-03500/national-electric-vehicle-infrastructure-standards-and-requirements
FR,2023-00721,Allocations for Community Development Block Grant Disaster Recovery and Implementation of the CDBG-DR Consolidated Waivers and Alternative Requirements Notice,Housing and Urban Development Department,2023-01-18,Notice,,https://www.federalregister.gov/documents/2023/01/18/2023-00721/allocations-for-community-development-block-grant-disaster-recovery-and-implementation-of-the
FR,2022-27098,Clean Energy for New Federal Buildings and Major Renovations of Federal Buildings,Energy Department,2022-12-21,Proposed Rule,,https://www.federalregister.gov/documents/2022/12/21/2022-27098/clean-energy-for-new-federal-buildings-and-major-renovations-of-federal-buildings
FR,2022-26981,Phasedown of Hydrofluorocarbons: Restrictions on the Use of Certain Hydrofluorocarbons Under Subsection (i) the American Innovation and Manufacturing Act of 2020,Environmental Protection Agency,2022-12-15,Proposed Rule,,https://www.federalregister.gov/documents/2022/12/15/2022-26981/phasedown-of-hydrofluorocarbons-restrictions-on-the-use-of-certain-hydrofluorocarbons-under
FR,2022-25554,Electric Program Streamlining and Improvement,"Agriculture Department, Rural Utilities Service",2022-11-30,Rule,,https://www.federalregister.gov/documents/2022/11/30/2022-25554/electric-program-streamlining-and-improvement
FR,2022-23843,Webinar and Opportunity To Submit Applications for the Assessment of Environmental Performance Standards and Ecolabels for Potential Inclusion in EPA's Recommendations for Federal Purchasing,Environmental Protection Agency,2022-11-02,Notice,,https://www.federalregister.gov/documents/2022/11/02/2022-23843/webinar-and-opportunity-to-submit-applications-for-the-assessment-of-environmental-performance
FR,2022-23754,Single Family Housing Section 502 Direct and Guaranteed Manufactured Housing Pilots,"Agriculture Department, Rural Housing Service",2022-11-02,Rule,,https://www.federalregister.gov/documents/2022/11/02/2022-23754/single-family-housing-section-502-direct-and-guaranteed-manufactured-housing-pilots
FR,2022-23063,Energy Labeling Rule,Federal Trade Commission,2022-10-25,Proposed Rule,,https://www.federalregister.gov/documents/2022/10/25/2022-23063/energy-labeling-rule
FR,2024-30390,Notice of Availability: Draft Energy Storage Strategy and Roadmap,Energy Department,2024-12-20,Notice,,https://www.federalregister.gov/documents/2024/12/20/2024-30390/notice-of-availability-draft-energy-storage-strategy-and-roadmap
FR,2024-02711,Request for Information Regarding the Manufacturing Capital Connector,Energy Department,2024-02-09,Notice,,https://www.federalregister.gov/documents/2024/02/09/2024-02711/request-for-information-regarding-the-manufacturing-capital-connector
FR,2023-25797,Community Reinvestment Act,"Treasury Department, Comptroller of the Currency, Federal Reserve System, Federal Deposit Insurance Corporation",2024-02-01,Rule,,https://www.federalregister.gov/documents/2024/02/01/2023-25797/community-reinvestment-act
FR,2023-05744,Federal “Good Neighbor Plan” for the 2015 Ozone National Ambient Air Quality Standards,Environmental Protection Agency,2023-06-05,Rule,,https://www.federalregister.gov/documents/2023/06/05/2023-05744/federal-good-neighbor-plan-for-the-2015-ozone-national-ambient-air-quality-standards
FR,2025-19265,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-10-02,Notice,,https://www.federalregister.gov/documents/2025/10/02/2025-19265/combined-notice-of-filings-1
FR,2025-19158,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-10-01,Notice,,https://www.federalregister.gov/documents/2025/10/01/2025-19158/combined-notice-of-filings-1
FR,2025-18998,"Pike Island Hydropower Corporation; Notice of Application Ready for Environmental Analysis and Soliciting Comments, Recommendations, Terms and Conditions, and Prescriptions","Energy Department, Federal Energy Regulatory Commission",2025-09-30,Notice,,https://www.federalregister.gov/documents/2025/09/30/2025-18998/pike-island-hydropower-corporation-notice-of-application-ready-for-environmental-analysis-and
FR,2025-18991,"Ohio Power and Light, LLC; Notice Soliciting Scoping Comments and Procedural Schedule","Energy Department, Federal Energy Regulatory Commission",2025-09-30,Notice,,https://www.federalregister.gov/documents/2025/09/30/2025-18991/ohio-power-and-light-llc-notice-soliciting-scoping-comments-and-procedural-schedule
FR,2025-18978,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-30,Notice,,https://www.federalregister.gov/documents/2025/09/30/2025-18978/combined-notice-of-filings-1
FR,2025-18834,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-29,Notice,,https://www.federalregister.gov/documents/2025/09/29/2025-18834/combined-notice-of-filings-1
FR,2025-18731,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-26,Notice,,https://www.federalregister.gov/documents/2025/09/26/2025-18731/combined-notice-of-filings-1
FR,2025-18534,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-25,Notice,,https://www.federalregister.gov/documents/2025/09/25/2025-18534/combined-notice-of-filings-1
FR,2025-18390,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-23,Notice,,https://www.federalregister.gov/documents/2025/09/23/2025-18390/combined-notice-of-filings-1
FR,2025-18270,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-22,Notice,,https://www.federalregister.gov/documents/2025/09/22/2025-18270/combined-notice-of-filings-1
FR,2025-17989,"Golden Pass LNG Terminal, LLC; Notice of Availability of the Environmental Assessment for the Proposed Supply Lateral Project","Energy Department, Federal Energy Regulatory Commission",2025-09-17,Notice,,https://www.federalregister.gov/documents/2025/09/17/2025-17989/golden-pass-lng-terminal-llc-notice-of-availability-of-the-environmental-assessment-for-the-proposed
FR,2025-17957,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-17,Notice,,https://www.federalregister.gov/documents/2025/09/17/2025-17957/combined-notice-of-filings-1
FR,2025-17896,Information Collection Being Reviewed by the Federal Communications Commission Under Delegated Authority,Federal Communications Commission,2025-09-16,Notice,,https://www.federalregister.gov/documents/2025/09/16/2025-17896/information-collection-being-reviewed-by-the-federal-communications-commission-under-delegated
FR,2025-17864,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-16,Notice,,https://www.federalregister.gov/documents/2025/09/16/2025-17864/combined-notice-of-filings-1
FR,2025-17863,Sunshine Act Meeting Notice,"Energy Department, Federal Energy Regulatory Commission",2025-09-16,Notice,,https://www.federalregister.gov/documents/2025/09/16/2025-17863/sunshine-act-meeting-notice
FR,2025-17843,Notice of Interim Approval of Rate Schedules for Cumberland System of Projects,"Energy Department, Southeastern Power Administration",2025-09-16,Notice,,https://www.federalregister.gov/documents/2025/09/16/2025-17843/notice-of-interim-approval-of-rate-schedules-for-cumberland-system-of-projects
FR,2025-17842,Notice of Interim Approval of Rate Schedules for Kerr-Philpott System of Projects,"Energy Department, Southeastern Power Administration",2025-09-16,Notice,,https://www.federalregister.gov/documents/2025/09/16/2025-17842/notice-of-interim-approval-of-rate-schedules-for-kerr-philpott-system-of-projects
FR,2025-17761,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-15,Notice,,https://www.federalregister.gov/documents/2025/09/15/2025-17761/combined-notice-of-filings-1
FR,2025-17642,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-12,Notice,,https://www.federalregister.gov/documents/2025/09/12/2025-17642/combined-notice-of-filings-1
FR,2025-17571,National Fuel Gas Supply Corporation; Notice of Request Under Blanket Authorization and Establishing Intervention and Protest Deadline,"Energy Department, Federal Energy Regulatory Commission",2025-09-11,Notice,,https://www.federalregister.gov/documents/2025/09/11/2025-17571/national-fuel-gas-supply-corporation-notice-of-request-under-blanket-authorization-and-establishing
FR,2025-17522,Combined Notice of Filings #1,"Energy Department, Federal Energy Regulatory Commission",2025-09-11,Notice,,https://www.federalregister.gov/documents/2025/09/11/2025-17522/combined-notice-of-filings-1
FR,2025-17410,"Nueva Era Dos, LLC; Notice of Scoping Period Requesting Comments on Environmental Issues for the Proposed Nueva Era Dos Pipeline Project","Energy Department, Federal Energy Regulatory Commission",2025-09-10,Notice,,https://www.federalregister.gov/documents/2025/09/10/2025-17410/nueva-era-dos-llc-notice-of-scoping-period-requesting-comments-on-environmental-issues-for-the
